DocFormGridColID	DocForm	ColID	DocType	Name	AliasName	Field	LineNum	VisNum	ShowColumn	Width	CreatedByAppUserId	CreatedOn
	DOC	I_Width1	I	Width1	WIDTH1	Width1	81	81	N	100	1	1/1/2001
	DOC	I_Width1Unit	I	Width1Unit	WIDTH1UNIT	Width1Unit	82	82	N	100	1	1/1/2001
	DOC	I_Height1	I	Height1	HEIGHT1	Height1	83	83	N	100	1	1/1/2001
	DOC	I_Height1Unit	I	Height1Unit	HEIGHT1UNIT	Height1Unit	84	84	N	100	1	1/1/2001
	DOC	I_Length2	I	Length2	LENGTH2	Length2	85	85	N	100	1	1/1/2001
	DOC	I_Len2Unit	I	Len2Unit	LEN2UNIT	Len2Unit	86	86	N	100	1	1/1/2001
	DOC	I_Width2	I	Width2	WIDTH2	Width2	87	87	N	100	1	1/1/2001
	DOC	I_Width2Unit	I	Width2Unit	WIDTH2UNIT	Width2Unit	88	88	N	100	1	1/1/2001
	DOC	I_Height2	I	Height2	HEIGHT2	Height2	89	89	N	100	1	1/1/2001
	DOC	I_Height2Unit	I	Height2Unit	HEIGHT2UNIT	Height2Unit	90	90	N	100	1	1/1/2001
	DOC	I_Volume	I	Volume	VOLUME	Volume	91	91	N	100	1	1/1/2001
	DOC	I_VolUnit	I	VolUnit	VOLUNIT	VolUnit	92	92	N	100	1	1/1/2001
	DOC	I_ProjectCode	I	ProjectCode	PROJECTCODE	ProjectCode	93	93	N	100	1	1/1/2001
	DOC	I_OcrCode	I	OcrCode	OCRCODE	OcrCode	94	94	N	100	1	1/1/2001
	DOC	I_OcrCode2	I	OcrCode2	OCRCODE2	OcrCode2	95	95	N	100	1	1/1/2001
	DOC	I_OcrCode3	I	OcrCode3	OCRCODE3	OcrCode3	96	96	N	100	1	1/1/2001
	DOC	I_OcrCode4	I	OcrCode4	OCRCODE4	OcrCode4	97	97	N	100	1	1/1/2001
	DOC	I_OcrCode5	I	OcrCode5	OCRCODE5	OcrCode5	98	98	N	100	1	1/1/2001
	DOC	I_GTotal	I	GTotal	GTOTAL	GTotal	99	99	N	100	1	1/1/2001
	DOC	I_GTotalFC	I	GTotalFC	GTOTALFC	GTotalFC	100	100	N	100	1	1/1/2001
	DOC	I_GrossProfit	I	GrossProfit	GROSSPROFIT	GrossProfit	101	101	N	100	1	1/1/2001
	DOC	I_GrossProfitFC	I	GrossProfitFC	GROSSPROFITFC	GrossProfitFC	102	102	N	100	1	1/1/2001
	WTAX	WTAX_Docnum 	I	Docnum 	DOCNUM	Docnum 	1	1	N	100	1	1/1/2001
	WTAX	WTAX_LineNum	I	LineNum	#	LineNum	2	2	Y	100	1	1/1/2001
	WTAX	WTAX_WTCode	I	WTCode	WTCODE	WTCode	3	3	Y	100	1	1/1/2001
	WTAX	WTAX_Rate	I	Rate	RATE	Rate	4	4	Y	100	1	1/1/2001
	WTAX	WTAX_BaseAmt	I	BaseAmt	BASE AMT.	BaseAmt	4	4	Y	100	1	1/1/2001
	WTAX	WTAX_TaxbleAmnt	I	TaxbleAmnt	TAXABLE AMT.	TaxbleAmnt	5	5	Y	100	1	1/1/2001
	WTAX	WTAX_TxblAmntSC	I	TxblAmntSC	TXBLAMNTSC	TxblAmntSC	6	6	N	100	1	1/1/2001
	WTAX	WTAX_TxblAmntFC	I	TxblAmntFC	TXBLAMNTFC	TxblAmntFC	7	7	N	100	1	1/1/2001
	WTAX	WTAX_WTAmnt	I	WTAmnt	WTAMNT	WTAmnt	8	8	Y	100	1	1/1/2001
	WTAX	WTAX_WTAmntSC	I	WTAmntSC	WTAMNTSC	WTAmntSC	9	9	N	100	1	1/1/2001
	WTAX	WTAX_WTAmntFC	I	WTAmntFC	WTAMNTFC	WTAmntFC	10	10	N	100	1	1/1/2001
	WTAX	WTAX_ApplAmnt	I	ApplAmnt	APPLAMNT	ApplAmnt	11	11	N	100	1	1/1/2001
	WTAX	WTAX_ApplAmntSC	I	ApplAmntSC	APPLAMNTSC	ApplAmntSC	12	12	N	100	1	1/1/2001
	WTAX	WTAX_ApplAmntFC	I	ApplAmntFC	APPLAMNTFC	ApplAmntFC	13	13	N	100	1	1/1/2001
	WTAX	WTAX_Category	I	Category	CATEGORY	Category	14	14	Y	100	1	1/1/2001
	WTAX	WTAX_Criteria	I	Criteria	CRITERIA	Criteria	15	15	Y	100	1	1/1/2001
	WTAX	WTAX_AcctCode	I	AcctCode	ACCTCODE	AcctCode	16	16	Y	100	1	1/1/2001
	WTAX	WTAX_WTaxType	I	WTaxType	WTAXTYPE	WTaxType	17	17	N	100	1	1/1/2001
	WTAX	WTAX_RoundType	I	RoundType	ROUNDTYPE	RoundType	18	18	N	100	1	1/1/2001
	WTAX	WTAX_BaseType	I	BaseType	BASETYPE	BaseType	19	19	Y	100	1	1/1/2001
	WTAX	WTAX_BaseAbsEnt	I	BaseAbsEnt	BASEABSENT	BaseAbsEnt	20	20	N	100	1	1/1/2001
	WTAX	WTAX_BaseLine	I	BaseLine	BASELINE	BaseLine	21	21	N	100	1	1/1/2001
	WTAX	WTAX_BaseNum	I	BaseNum	BASENUM	BaseNum	22	22	N	100	1	1/1/2001
	WTAX	WTAX_BaseRef	I	BaseRef	BASEREF	BaseRef	23	23	N	100	1	1/1/2001
	WTAX	WTAX_Status	I	Status	STATUS	Status	24	24	Y	100	1	1/1/2001
	WTAX	WTAX_TrgType	I	TrgType	TRGTYPE	TrgType	25	25	N	100	1	1/1/2001
	WTAX	WTAX_TrgAbsEntr	I	TrgAbsEntr	TRGABSENTR	TrgAbsEntr	26	26	N	100	1	1/1/2001
	WTAX	WTAX_ObjType	I	ObjType	OBJTYPE	ObjType	27	27	N	100	1	1/1/2001
	WTAX	WTAX_Doc1LineNo	I	Doc1LineNo	DOC1LINENO	Doc1LineNo	28	28	N	100	1	1/1/2001
	WTAX	WTAX_WtLineType	I	WtLineType	WTLINETYPE	WtLineType	29	29	N	100	1	1/1/2001
	WTAX	WTAX_TxblCurr	I	TxblCurr	TXBLCURR	TxblCurr	30	30	N	100	1	1/1/2001
	WTAX	WTAX_DtblCurr	I	DtblCurr	DTBLCURR	DtblCurr	31	31	N	100	1	1/1/2001
	WTAX	WTAX_DtblRate	I	DtblRate	DTBLRATE	DtblRate	32	32	N	100	1	1/1/2001
	WTAX	WTAX_TxblRate	I	TxblRate	TXBLRATE	TxblRate	33	33	N	100	1	1/1/2001
	WTAX	WTAX_DtblAmount	I	DtblAmount	DTBLAMOUNT	DtblAmount	34	34	N	100	1	1/1/2001
	DOC	S_DocNum	S	DocNum	DOCNUM	DocNum	1	1	N	100	1	1/1/2001
	DOC	S_LineNum	S	LineNum	#	LineNum	2	2	Y	20	1	1/1/2001
	DOC	S_VisNum	S	VisNum	VISNUM	VisNum	3	3	N	100	1	1/1/2001
	DOC	S_LineType	S	LineType	LINETYPE	LineType	4	4	N	100	1	1/1/2001
	DOC	S_Text	S	Text	TEXT	Text	5	5	N	100	1	1/1/2001
	DOC	S_ObjType	S	ObjType	OBJTYPE	ObjType	6	6	N	100	1	1/1/2001
	DOC	S_BaseEntry	S	BaseEntry	BASEENTRY	BaseEntry	7	7	N	100	1	1/1/2001
	DOC	S_BaseType	S	BaseType	BASETYPE	BaseType	8	8	N	100	1	1/1/2001
	DOC	S_BaseLine	S	BaseLine	BASELINE	BaseLine	9	9	N	100	1	1/1/2001
	DOC	S_BaseDocNum	S	BaseDocNum	BASEDOCNUM	BaseDocNum	10	10	N	100	1	1/1/2001
	DOC	S_BaseDocRef	S	BaseDocRef	BASEDOCREF	BaseDocRef	11	11	N	100	1	1/1/2001
	DOC	S_TargetEntry	S	TargetEntry	TARGETENTRY	TargetEntry	12	12	N	100	1	1/1/2001
	DOC	S_LineStatus	S	LineStatus	LINESTATUS	LineStatus	13	13	N	100	1	1/1/2001
	DOC	S_TargetType	S	TargetType	TARGETTYPE	TargetType	14	14	N	100	1	1/1/2001
	DOC	S_TargetLine	S	TargetLine	TARGETLINE	TargetLine	15	15	N	100	1	1/1/2001
	DOC	S_TargetDocRef	S	TargetDocRef	TARGETDOCREF	TargetDocRef	16	16	N	100	1	1/1/2001
	DOC	S_Currency	S	Currency	CURRENCY	Currency	17	17	N	100	1	1/1/2001
	DOC	S_CardCode	S	CardCode	CARDCODE	CardCode	18	18	N	100	1	1/1/2001
	DOC	S_CardName	S	CardName	CARDNAME	CardName	19	19	N	100	1	1/1/2001
	DOC	S_DocDate	S	DocDate	DOCDATE	DocDate	20	20	N	100	1	1/1/2001
	DOC	S_ItemCode	S	ItemCode	ITEMCODE	ItemCode	21	21	N	100	1	1/1/2001
	DOC	S_Dscription	S	Dscription	DESCRIPTION	Dscription	22	22	Y	100	1	1/1/2001
	DOC	S_Dscription2	S	Dscription2	DSCRIPTION2	Dscription2	23	23	N	100	1	1/1/2001
	DOC	S_WhsCode	S	WhsCode	WHSCODE	WhsCode	24	24	N	100	1	1/1/2001
	DOC	S_Quantity	S	Quantity	QUANTITY	Quantity	25	25	N	100	1	1/1/2001
	DOC	S_OpenQty	S	OpenQty	OPENQTY	OpenQty	26	26	N	100	1	1/1/2001
	DOC	S_QtyPerPacUOM	S	QtyPerPacUOM	QTYPERPACUOM	QtyPerPacUOM	27	27	N	100	1	1/1/2001
	DOC	S_BaseQty	S	BaseQty	BASEQTY	BaseQty	28	28	N	100	1	1/1/2001
	DOC	S_BaseOpenQty	S	BaseOpenQty	BASEOPENQTY	BaseOpenQty	29	29	N	100	1	1/1/2001
	DOC	S_QtyToShip	S	QtyToShip	QTYTOSHIP	QtyToShip	30	30	N	100	1	1/1/2001
	DOC	S_DeliveredQty	S	DeliveredQty	DELIVEREDQTY	DeliveredQty	31	31	N	100	1	1/1/2001
	DOC	S_OrderedQty	S	OrderedQty	ORDEREDQTY	OrderedQty	32	32	N	100	1	1/1/2001
	DOC	S_NumPerMsr	S	NumPerMsr	NUMPERMSR	NumPerMsr	33	33	N	100	1	1/1/2001
	DOC	S_ShipDate	S	ShipDate	SHIPDATE	ShipDate	34	34	N	100	1	1/1/2001
	DOC	S_ShipToCode	S	ShipToCode	SHIPTOCODE	ShipToCode	35	35	N	100	1	1/1/2001
	DOC	S_ShipToDesc	S	ShipToDesc	SHIPTODESC	ShipToDesc	36	36	N	100	1	1/1/2001
	DOC	S_UOM	S	UOM	UOM	UOM	37	37	N	100	1	1/1/2001
	DOC	S_TotalInvntryQty	S	TotalInvntryQty	TOTALINVNTRYQTY	TotalInvntryQty	38	38	N	100	1	1/1/2001
	DOC	S_StockPrice	S	StockPrice	STOCKPRICE	StockPrice	39	39	N	100	1	1/1/2001
	DOC	S_StockValue	S	StockValue	STOCKVALUE	StockValue	40	40	N	100	1	1/1/2001
	DOC	S_INMPRice	S	INMPRice	INMPRICE	INMPRice	41	41	N	100	1	1/1/2001
	DOC	S_PickQty	S	PickQty	PICKQTY	PickQty	42	42	N	100	1	1/1/2001
	DOC	S_PickStatus	S	PickStatus	PICKSTATUS	PickStatus	43	43	N	100	1	1/1/2001
	DOC	S_InvntryUOM	S	InvntryUOM	INVNTRYUOM	InvntryUOM	44	44	N	100	1	1/1/2001
	DOC	S_ItemCost	S	ItemCost	ITEMCOST	ItemCost	45	45	N	100	1	1/1/2001
	DOC	S_Price	S	Price	PRICE	Price	46	46	Y	100	1	1/1/2001
	DOC	S_PriceAfVat	S	PriceAfVat	PRICEAFVAT	PriceAfVat	47	47	Y	100	1	1/1/2001
	DOC	S_Discount	S	Discount	DISCOUNT	Discount	48	48	Y	100	1	1/1/2001
	DOC	S_DiscountAmt	S	DiscountAmt	DISCOUNTAMT	DiscountAmt	49	49	N	100	1	1/1/2001
	DOC	S_Discount2	S	Discount2	DISCOUNT2	Discount2	50	50	N	100	1	1/1/2001
	DOC	S_DiscountAmt2	S	DiscountAmt2	DISCOUNTAMT2	DiscountAmt2	51	51	N	100	1	1/1/2001
	DOC	S_Discount3	S	Discount3	DISCOUNT3	Discount3	52	52	N	100	1	1/1/2001
	DOC	S_DiscountAmt3	S	DiscountAmt3	DISCOUNTAMT3	DiscountAmt3	53	53	N	100	1	1/1/2001
	DOC	S_Discount4	S	Discount4	DISCOUNT4	Discount4	54	54	N	100	1	1/1/2001
	DOC	S_DiscountAmt4	S	DiscountAmt4	DISCOUNTAMT4	DiscountAmt4	55	55	N	100	1	1/1/2001
	DOC	S_Discount5	S	Discount5	DISCOUNT5	Discount5	56	56	N	100	1	1/1/2001
	DOC	S_DiscountAmt5	S	DiscountAmt5	DISCOUNTAMT5	DiscountAmt5	57	57	N	100	1	1/1/2001
	DOC	S_PriceBeforeDscnt	S	PriceBeforeDscnt	PRICEBEFOREDSCNT	PriceBeforeDscnt	58	58	N	100	1	1/1/2001
	DOC	S_VatGroup	S	VatGroup	VATGROUP	VatGroup	59	59	Y	100	1	1/1/2001
	DOC	S_VatPercent	S	VatPercent	VATPERCENT	VatPercent	60	60	N	100	1	1/1/2001
	DOC	S_VatSum	S	VatSum	VATSUM	VatSum	61	61	N	100	1	1/1/2001
	DOC	S_VatSumSys	S	VatSumSys	VATSUMSYS	VatSumSys	62	62	N	100	1	1/1/2001
	DOC	S_VatSumFC	S	VatSumFC	VATSUMFC	VatSumFC	63	63	N	100	1	1/1/2001
	DOC	S_FinacialPeriodID	S	FinacialPeriodID	FINACIALPERIODID	FinacialPeriodID	64	64	N	100	1	1/1/2001
	DOC	S_AcctCode	S	AcctCode	G/L ACCOUNT 	AcctCode	65	65	Y	100	1	1/1/2001
	DOC	S_AcctName	S	AcctName	G/L ACCOUNT NAME	AcctName	66	66	Y	150	1	1/1/2001
	DOC	S_COGSAcct	S	COGSAcct	COGSACCT	COGSAcct	67	67	N	100	1	1/1/2001
	DOC	S_LineTotal	S	LineTotal	TOTAL	LineTotal	68	68	Y	100	1	1/1/2001
	DOC	S_LineTotalFC	S	LineTotalFC	LINETOTALFC	LineTotalFC	69	69	N	100	1	1/1/2001
	DOC	S_LineTotalSC	S	LineTotalSC	LINETOTALSC	LineTotalSC	70	70	N	100	1	1/1/2001
	DOC	S_LineVatSum	S	LineVatSum	LINEVATSUM	LineVatSum	71	71	N	100	1	1/1/2001
	DOC	S_LinVatSys	S	LinVatSys	LINVATSYS	LinVatSys	72	72	N	100	1	1/1/2001
	DOC	S_LineVatFC	S	LineVatFC	LINEVATFC	LineVatFC	73	73	N	100	1	1/1/2001
	DOC	S_OpenSum	S	OpenSum	OPENSUM	OpenSum	74	74	N	100	1	1/1/2001
	DOC	S_OpenSumFC	S	OpenSumFC	OPENSUMFC	OpenSumFC	75	75	N	100	1	1/1/2001
	DOC	S_Factor1	S	Factor1	FACTOR1	Factor1	76	76	N	100	1	1/1/2001
	DOC	S_Factor2	S	Factor2	FACTOR2	Factor2	77	77	N	100	1	1/1/2001
	DOC	S_Factor3	S	Factor3	FACTOR3	Factor3	78	78	N	100	1	1/1/2001
	DOC	S_Factor4	S	Factor4	FACTOR4	Factor4	79	79	N	100	1	1/1/2001
	DOC	S_Length1	S	Length1	LENGTH1	Length1	80	80	N	100	1	1/1/2001
	DOC	S_Len1Unit	S	Len1Unit	LEN1UNIT	Len1Unit	81	81	N	100	1	1/1/2001
	DOC	S_Width1	S	Width1	WIDTH1	Width1	82	82	N	100	1	1/1/2001
	DOC	S_Width1Unit	S	Width1Unit	WIDTH1UNIT	Width1Unit	83	83	N	100	1	1/1/2001
	DOC	S_Height1	S	Height1	HEIGHT1	Height1	84	84	N	100	1	1/1/2001
	DOC	S_Height1Unit	S	Height1Unit	HEIGHT1UNIT	Height1Unit	85	85	N	100	1	1/1/2001
	DOC	S_Length2	S	Length2	LENGTH2	Length2	86	86	N	100	1	1/1/2001
	DOC	S_Len2Unit	S	Len2Unit	LEN2UNIT	Len2Unit	87	87	N	100	1	1/1/2001
	DOC	S_Width2	S	Width2	WIDTH2	Width2	88	88	N	100	1	1/1/2001
	DOC	S_Width2Unit	S	Width2Unit	WIDTH2UNIT	Width2Unit	89	89	N	100	1	1/1/2001
	DOC	S_Height2	S	Height2	HEIGHT2	Height2	90	90	N	100	1	1/1/2001
	DOC	S_Height2Unit	S	Height2Unit	HEIGHT2UNIT	Height2Unit	91	91	N	100	1	1/1/2001
	DOC	S_Volume	S	Volume	VOLUME	Volume	92	92	N	100	1	1/1/2001
	DOC	S_VolUnit	S	VolUnit	VOLUNIT	VolUnit	93	93	N	100	1	1/1/2001
	DOC	S_ProjectCode	S	ProjectCode	PROJECTCODE	ProjectCode	94	94	N	100	1	1/1/2001
	DOC	S_OcrCode	S	OcrCode	OCRCODE	OcrCode	95	95	N	100	1	1/1/2001
	DOC	S_OcrCode2	S	OcrCode2	OCRCODE2	OcrCode2	96	96	N	100	1	1/1/2001
	DOC	S_OcrCode3	S	OcrCode3	OCRCODE3	OcrCode3	97	97	N	100	1	1/1/2001
	DOC	S_OcrCode4	S	OcrCode4	OCRCODE4	OcrCode4	98	98	N	100	1	1/1/2001
	DOC	S_OcrCode5	S	OcrCode5	OCRCODE5	OcrCode5	99	99	N	100	1	1/1/2001
	DOC	S_GTotal	S	GTotal	GTOTAL	GTotal	100	100	Y	100	1	1/1/2001
	DOC	S_GTotalFC	S	GTotalFC	GTOTALFC	GTotalFC	101	101	N	100	1	1/1/2001
	DOC	S_GrossProfit	S	GrossProfit	GROSSPROFIT	GrossProfit	102	102	N	100	1	1/1/2001
	DOC	S_GrossProfitFC	S	GrossProfitFC	GROSSPROFITFC	GrossProfitFC	103	103	N	100	1	1/1/2001
	INVNTRY	IN_DocNum	I	DocNum	DOCNUM	DocNum	1	1	N	100	1	1/1/2001
	INVNTRY	IN_LineNum	I	LineNum	#	LineNum	2	2	Y	20	1	1/1/2001
	INVNTRY	IN_VisNum	I	VisNum	VISNUM	VisNum	3	3	N	100	1	1/1/2001
	INVNTRY	IN_LineType	I	LineType	LINETYPE	LineType	4	4	N	100	1	1/1/2001
	INVNTRY	IN_Text	I	Text	TEXT	Text	5	5	N	100	1	1/1/2001
	INVNTRY	IN_ObjType	I	ObjType	OBJTYPE	ObjType	6	6	N	100	1	1/1/2001
	INVNTRY	IN_BaseEntry	I	BaseEntry	BASEENTRY	BaseEntry	7	7	N	100	1	1/1/2001
	INVNTRY	IN_BaseType	I	BaseType	BASETYPE	BaseType	8	8	N	100	1	1/1/2001
	INVNTRY	IN_BaseLine	I	BaseLine	BASELINE	BaseLine	9	9	N	100	1	1/1/2001
	INVNTRY	IN_BaseDocNum	I	BaseDocNum	BASEDOCNUM	BaseDocNum	10	10	N	100	1	1/1/2001
	INVNTRY	IN_BaseDocRef	I	BaseDocRef	BASEDOCREF	BaseDocRef	11	11	N	100	1	1/1/2001
	INVNTRY	IN_TargetEntry	I	TargetEntry	TARGETENTRY	TargetEntry	12	12	N	100	1	1/1/2001
	INVNTRY	IN_LineStatus	I	LineStatus	LINESTATUS	LineStatus	13	13	N	100	1	1/1/2001
